run_index,scenario_seed,policy,total_agvs,north_agvs,south_agvs,west_agvs,east_agvs,shared_area_capacity,completed,total_time,spawn_plan_json,goal_plan_json
59,30059,fcfs,16,2,4,4,6,2,16,54,"{""EAST"": [1, 2, 2, 4, 7, 8], ""NORTH"": [4, 8], ""SOUTH"": [0, 4, 5, 6], ""WEST"": [0, 3, 3, 7]}","{""EAST"": [""W_EXIT"", ""W_EXIT"", ""N_EXIT"", ""N_EXIT"", ""W_EXIT"", ""N_EXIT""], ""NORTH"": [""E_EXIT"", ""E_EXIT""], ""SOUTH"": [""N_EXIT"", ""E_EXIT"", ""E_EXIT"", ""E_EXIT""], ""WEST"": [""E_EXIT"", ""S_EXIT"", ""S_EXIT"", ""N_EXIT""]}"
59,30059,fixed_heuristic,16,2,4,4,6,2,16,41,"{""EAST"": [1, 2, 2, 4, 7, 8], ""NORTH"": [4, 8], ""SOUTH"": [0, 4, 5, 6], ""WEST"": [0, 3, 3, 7]}","{""EAST"": [""W_EXIT"", ""W_EXIT"", ""N_EXIT"", ""N_EXIT"", ""W_EXIT"", ""N_EXIT""], ""NORTH"": [""E_EXIT"", ""E_EXIT""], ""SOUTH"": [""N_EXIT"", ""E_EXIT"", ""E_EXIT"", ""E_EXIT""], ""WEST"": [""E_EXIT"", ""S_EXIT"", ""S_EXIT"", ""N_EXIT""]}"
59,30059,bo_heuristic,16,2,4,4,6,2,16,41,"{""EAST"": [1, 2, 2, 4, 7, 8], ""NORTH"": [4, 8], ""SOUTH"": [0, 4, 5, 6], ""WEST"": [0, 3, 3, 7]}","{""EAST"": [""W_EXIT"", ""W_EXIT"", ""N_EXIT"", ""N_EXIT"", ""W_EXIT"", ""N_EXIT""], ""NORTH"": [""E_EXIT"", ""E_EXIT""], ""SOUTH"": [""N_EXIT"", ""E_EXIT"", ""E_EXIT"", ""E_EXIT""], ""WEST"": [""E_EXIT"", ""S_EXIT"", ""S_EXIT"", ""N_EXIT""]}"
60,30060,fcfs,16,6,2,5,3,2,16,57,"{""EAST"": [1, 2, 4], ""NORTH"": [1, 1, 2, 6, 6, 7], ""SOUTH"": [2, 6], ""WEST"": [0, 1, 4, 8, 8]}","{""EAST"": [""S_EXIT"", ""W_EXIT"", ""W_EXIT""], ""NORTH"": [""E_EXIT"", ""W_EXIT"", ""W_EXIT"", ""S_EXIT"", ""E_EXIT"", ""E_EXIT""], ""SOUTH"": [""E_EXIT"", ""N_EXIT""], ""WEST"": [""N_EXIT"", ""S_EXIT"", ""N_EXIT"", ""E_EXIT"", ""S_EXIT""]}"
60,30060,fixed_heuristic,16,6,2,5,3,2,16,49,"{""EAST"": [1, 2, 4], ""NORTH"": [1, 1, 2, 6, 6, 7], ""SOUTH"": [2, 6], ""WEST"": [0, 1, 4, 8, 8]}","{""EAST"": [""S_EXIT"", ""W_EXIT"", ""W_EXIT""], ""NORTH"": [""E_EXIT"", ""W_EXIT"", ""W_EXIT"", ""S_EXIT"", ""E_EXIT"", ""E_EXIT""], ""SOUTH"": [""E_EXIT"", ""N_EXIT""], ""WEST"": [""N_EXIT"", ""S_EXIT"", ""N_EXIT"", ""E_EXIT"", ""S_EXIT""]}"
60,30060,bo_heuristic,16,6,2,5,3,2,16,49,"{""EAST"": [1, 2, 4], ""NORTH"": [1, 1, 2, 6, 6, 7], ""SOUTH"": [2, 6], ""WEST"": [0, 1, 4, 8, 8]}","{""EAST"": [""S_EXIT"", ""W_EXIT"", ""W_EXIT""], ""NORTH"": [""E_EXIT"", ""W_EXIT"", ""W_EXIT"", ""S_EXIT"", ""E_EXIT"", ""E_EXIT""], ""SOUTH"": [""E_EXIT"", ""N_EXIT""], ""WEST"": [""N_EXIT"", ""S_EXIT"", ""N_EXIT"", ""E_EXIT"", ""S_EXIT""]}"
61,30061,fcfs,16,3,4,3,6,2,16,58,"{""EAST"": [0, 1, 6, 7, 7, 8], ""NORTH"": [3, 4, 6], ""SOUTH"": [2, 4, 6, 6], ""WEST"": [0, 0, 5]}","{""EAST"": [""N_EXIT"", ""W_EXIT"", ""S_EXIT"", ""S_EXIT"", ""S_EXIT"", ""W_EXIT""], ""NORTH"": [""E_EXIT"", ""W_EXIT"", ""W_EXIT""], ""SOUTH"": [""N_EXIT"", ""N_EXIT"", ""E_EXIT"", ""E_EXIT""], ""WEST"": [""N_EXIT"", ""N_EXIT"", ""N_EXIT""]}"
61,30061,fixed_heuristic,16,3,4,3,6,2,16,55,"{""EAST"": [0, 1, 6, 7, 7, 8], ""NORTH"": [3, 4, 6], ""SOUTH"": [2, 4, 6, 6], ""WEST"": [0, 0, 5]}","{""EAST"": [""N_EXIT"", ""W_EXIT"", ""S_EXIT"", ""S_EXIT"", ""S_EXIT"", ""W_EXIT""], ""NORTH"": [""E_EXIT"", ""W_EXIT"", ""W_EXIT""], ""SOUTH"": [""N_EXIT"", ""N_EXIT"", ""E_EXIT"", ""E_EXIT""], ""WEST"": [""N_EXIT"", ""N_EXIT"", ""N_EXIT""]}"
61,30061,bo_heuristic,16,3,4,3,6,2,16,55,"{""EAST"": [0, 1, 6, 7, 7, 8], ""NORTH"": [3, 4, 6], ""SOUTH"": [2, 4, 6, 6], ""WEST"": [0, 0, 5]}","{""EAST"": [""N_EXIT"", ""W_EXIT"", ""S_EXIT"", ""S_EXIT"", ""S_EXIT"", ""W_EXIT""], ""NORTH"": [""E_EXIT"", ""W_EXIT"", ""W_EXIT""], ""SOUTH"": [""N_EXIT"", ""N_EXIT"", ""E_EXIT"", ""E_EXIT""], ""WEST"": [""N_EXIT"", ""N_EXIT"", ""N_EXIT""]}"
62,30062,fcfs,16,2,6,5,3,2,16,49,"{""EAST"": [1, 3, 6], ""NORTH"": [1, 2], ""SOUTH"": [0, 2, 3, 4, 8, 8], ""WEST"": [0, 0, 5, 6, 7]}","{""EAST"": [""N_EXIT"", ""S_EXIT"", ""W_EXIT""], ""NORTH"": [""S_EXIT"", ""S_EXIT""], ""SOUTH"": [""N_EXIT"", ""E_EXIT"", ""E_EXIT"", ""W_EXIT"", ""E_EXIT"", ""N_EXIT""], ""WEST"": [""S_EXIT"", ""N_EXIT"", ""S_EXIT"", ""S_EXIT"", ""S_EXIT""]}"
62,30062,fixed_heuristic,16,2,6,5,3,2,16,42,"{""EAST"": [1, 3, 6], ""NORTH"": [1, 2], ""SOUTH"": [0, 2, 3, 4, 8, 8], ""WEST"": [0, 0, 5, 6, 7]}","{""EAST"": [""N_EXIT"", ""S_EXIT"", ""W_EXIT""], ""NORTH"": [""S_EXIT"", ""S_EXIT""], ""SOUTH"": [""N_EXIT"", ""E_EXIT"", ""E_EXIT"", ""W_EXIT"", ""E_EXIT"", ""N_EXIT""], ""WEST"": [""S_EXIT"", ""N_EXIT"", ""S_EXIT"", ""S_EXIT"", ""S_EXIT""]}"
62,30062,bo_heuristic,16,2,6,5,3,2,16,44,"{""EAST"": [1, 3, 6], ""NORTH"": [1, 2], ""SOUTH"": [0, 2, 3, 4, 8, 8], ""WEST"": [0, 0, 5, 6, 7]}","{""EAST"": [""N_EXIT"", ""S_EXIT"", ""W_EXIT""], ""NORTH"": [""S_EXIT"", ""S_EXIT""], ""SOUTH"": [""N_EXIT"", ""E_EXIT"", ""E_EXIT"", ""W_EXIT"", ""E_EXIT"", ""N_EXIT""], ""WEST"": [""S_EXIT"", ""N_EXIT"", ""S_EXIT"", ""S_EXIT"", ""S_EXIT""]}"
63,30063,fcfs,16,5,5,3,3,2,16,50,"{""EAST"": [0, 0, 2], ""NORTH"": [1, 4, 5, 6, 8], ""SOUTH"": [0, 4, 4, 8, 8], ""WEST"": [0, 1, 3]}","{""EAST"": [""N_EXIT"", ""S_EXIT"", ""N_EXIT""], ""NORTH"": [""S_EXIT"", ""E_EXIT"", ""S_EXIT"", ""S_EXIT"", ""W_EXIT""], ""SOUTH"": [""E_EXIT"", ""E_EXIT"", ""N_EXIT"", ""E_EXIT"", ""W_EXIT""], ""WEST"": [""E_EXIT"", ""N_EXIT"", ""E_EXIT""]}"
63,30063,fixed_heuristic,16,5,5,3,3,2,16,46,"{""EAST"": [0, 0, 2], ""NORTH"": [1, 4, 5, 6, 8], ""SOUTH"": [0, 4, 4, 8, 8], ""WEST"": [0, 1, 3]}","{""EAST"": [""N_EXIT"", ""S_EXIT"", ""N_EXIT""], ""NORTH"": [""S_EXIT"", ""E_EXIT"", ""S_EXIT"", ""S_EXIT"", ""W_EXIT""], ""SOUTH"": [""E_EXIT"", ""E_EXIT"", ""N_EXIT"", ""E_EXIT"", ""W_EXIT""], ""WEST"": [""E_EXIT"", ""N_EXIT"", ""E_EXIT""]}"
63,30063,bo_heuristic,16,5,5,3,3,2,16,47,"{""EAST"": [0, 0, 2], ""NORTH"": [1, 4, 5, 6, 8], ""SOUTH"": [0, 4, 4, 8, 8], ""WEST"": [0, 1, 3]}","{""EAST"": [""N_EXIT"", ""S_EXIT"", ""N_EXIT""], ""NORTH"": [""S_EXIT"", ""E_EXIT"", ""S_EXIT"", ""S_EXIT"", ""W_EXIT""], ""SOUTH"": [""E_EXIT"", ""E_EXIT"", ""N_EXIT"", ""E_EXIT"", ""W_EXIT""], ""WEST"": [""E_EXIT"", ""N_EXIT"", ""E_EXIT""]}"
64,30064,fcfs,16,4,4,4,4,2,16,47,"{""EAST"": [0, 3, 3, 4], ""NORTH"": [2, 4, 6, 8], ""SOUTH"": [0, 4, 6, 8], ""WEST"": [0, 5, 6, 8]}","{""EAST"": [""W_EXIT"", ""N_EXIT"", ""S_EXIT"", ""W_EXIT""], ""NORTH"": [""S_EXIT"", ""W_EXIT"", ""S_EXIT"", ""S_EXIT""], ""SOUTH"": [""N_EXIT"", ""N_EXIT"", ""E_EXIT"", ""E_EXIT""], ""WEST"": [""E_EXIT"", ""N_EXIT"", ""E_EXIT"", ""S_EXIT""]}"
64,30064,fixed_heuristic,16,4,4,4,4,2,16,44,"{""EAST"": [0, 3, 3, 4], ""NORTH"": [2, 4, 6, 8], ""SOUTH"": [0, 4, 6, 8], ""WEST"": [0, 5, 6, 8]}","{""EAST"": [""W_EXIT"", ""N_EXIT"", ""S_EXIT"", ""W_EXIT""], ""NORTH"": [""S_EXIT"", ""W_EXIT"", ""S_EXIT"", ""S_EXIT""], ""SOUTH"": [""N_EXIT"", ""N_EXIT"", ""E_EXIT"", ""E_EXIT""], ""WEST"": [""E_EXIT"", ""N_EXIT"", ""E_EXIT"", ""S_EXIT""]}"
64,30064,bo_heuristic,16,4,4,4,4,2,16,43,"{""EAST"": [0, 3, 3, 4], ""NORTH"": [2, 4, 6, 8], ""SOUTH"": [0, 4, 6, 8], ""WEST"": [0, 5, 6, 8]}","{""EAST"": [""W_EXIT"", ""N_EXIT"", ""S_EXIT"", ""W_EXIT""], ""NORTH"": [""S_EXIT"", ""W_EXIT"", ""S_EXIT"", ""S_EXIT""], ""SOUTH"": [""N_EXIT"", ""N_EXIT"", ""E_EXIT"", ""E_EXIT""], ""WEST"": [""E_EXIT"", ""N_EXIT"", ""E_EXIT"", ""S_EXIT""]}"
65,30065,fcfs,16,5,6,2,3,2,16,57,"{""EAST"": [1, 2, 7], ""NORTH"": [0, 2, 3, 5, 8], ""SOUTH"": [0, 2, 5, 5, 6, 7], ""WEST"": [1, 4]}","{""EAST"": [""N_EXIT"", ""S_EXIT"", ""N_EXIT""], ""NORTH"": [""W_EXIT"", ""W_EXIT"", ""E_EXIT"", ""E_EXIT"", ""E_EXIT""], ""SOUTH"": [""E_EXIT"", ""W_EXIT"", ""N_EXIT"", ""W_EXIT"", ""N_EXIT"", ""E_EXIT""], ""WEST"": [""S_EXIT"", ""S_EXIT""]}"
65,30065,fixed_heuristic,16,5,6,2,3,2,16,50,"{""EAST"": [1, 2, 7], ""NORTH"": [0, 2, 3, 5, 8], ""SOUTH"": [0, 2, 5, 5, 6, 7], ""WEST"": [1, 4]}","{""EAST"": [""N_EXIT"", ""S_EXIT"", ""N_EXIT""], ""NORTH"": [""W_EXIT"", ""W_EXIT"", ""E_EXIT"", ""E_EXIT"", ""E_EXIT""], ""SOUTH"": [""E_EXIT"", ""W_EXIT"", ""N_EXIT"", ""W_EXIT"", ""N_EXIT"", ""E_EXIT""], ""WEST"": [""S_EXIT"", ""S_EXIT""]}"
65,30065,bo_heuristic,16,5,6,2,3,2,16,50,"{""EAST"": [1, 2, 7], ""NORTH"": [0, 2, 3, 5, 8], ""SOUTH"": [0, 2, 5, 5, 6, 7], ""WEST"": [1, 4]}","{""EAST"": [""N_EXIT"", ""S_EXIT"", ""N_EXIT""], ""NORTH"": [""W_EXIT"", ""W_EXIT"", ""E_EXIT"", ""E_EXIT"", ""E_EXIT""], ""SOUTH"": [""E_EXIT"", ""W_EXIT"", ""N_EXIT"", ""W_EXIT"", ""N_EXIT"", ""E_EXIT""], ""WEST"": [""S_EXIT"", ""S_EXIT""]}"
66,30066,fcfs,16,4,5,4,3,2,16,55,"{""EAST"": [1, 7, 8], ""NORTH"": [1, 3, 5, 8], ""SOUTH"": [2, 3, 5, 5, 5], ""WEST"": [0, 1, 2, 7]}","{""EAST"": [""W_EXIT"", ""S_EXIT"", ""N_EXIT""], ""NORTH"": [""S_EXIT"", ""E_EXIT"", ""W_EXIT"", ""S_EXIT""], ""SOUTH"": [""E_EXIT"", ""W_EXIT"", ""N_EXIT"", ""N_EXIT"", ""W_EXIT""], ""WEST"": [""N_EXIT"", ""S_EXIT"", ""N_EXIT"", ""S_EXIT""]}"
66,30066,fixed_heuristic,16,4,5,4,3,2,16,49,"{""EAST"": [1, 7, 8], ""NORTH"": [1, 3, 5, 8], ""SOUTH"": [2, 3, 5, 5, 5], ""WEST"": [0, 1, 2, 7]}","{""EAST"": [""W_EXIT"", ""S_EXIT"", ""N_EXIT""], ""NORTH"": [""S_EXIT"", ""E_EXIT"", ""W_EXIT"", ""S_EXIT""], ""SOUTH"": [""E_EXIT"", ""W_EXIT"", ""N_EXIT"", ""N_EXIT"", ""W_EXIT""], ""WEST"": [""N_EXIT"", ""S_EXIT"", ""N_EXIT"", ""S_EXIT""]}"
66,30066,bo_heuristic,16,4,5,4,3,2,16,51,"{""EAST"": [1, 7, 8], ""NORTH"": [1, 3, 5, 8], ""SOUTH"": [2, 3, 5, 5, 5], ""WEST"": [0, 1, 2, 7]}","{""EAST"": [""W_EXIT"", ""S_EXIT"", ""N_EXIT""], ""NORTH"": [""S_EXIT"", ""E_EXIT"", ""W_EXIT"", ""S_EXIT""], ""SOUTH"": [""E_EXIT"", ""W_EXIT"", ""N_EXIT"", ""N_EXIT"", ""W_EXIT""], ""WEST"": [""N_EXIT"", ""S_EXIT"", ""N_EXIT"", ""S_EXIT""]}"
67,30067,fcfs,16,4,5,4,3,2,16,57,"{""EAST"": [0, 2, 4], ""NORTH"": [2, 2, 5, 5], ""SOUTH"": [0, 2, 3, 5, 7], ""WEST"": [3, 4, 7, 7]}","{""EAST"": [""N_EXIT"", ""S_EXIT"", ""S_EXIT""], ""NORTH"": [""W_EXIT"", ""S_EXIT"", ""E_EXIT"", ""E_EXIT""], ""SOUTH"": [""E_EXIT"", ""W_EXIT"", ""W_EXIT"", ""E_EXIT"", ""W_EXIT""], ""WEST"": [""S_EXIT"", ""S_EXIT"", ""N_EXIT"", ""N_EXIT""]}"
67,30067,fixed_heuristic,16,4,5,4,3,2,16,54,"{""EAST"": [0, 2, 4], ""NORTH"": [2, 2, 5, 5], ""SOUTH"": [0, 2, 3, 5, 7], ""WEST"": [3, 4, 7, 7]}","{""EAST"": [""N_EXIT"", ""S_EXIT"", ""S_EXIT""], ""NORTH"": [""W_EXIT"", ""S_EXIT"", ""E_EXIT"", ""E_EXIT""], ""SOUTH"": [""E_EXIT"", ""W_EXIT"", ""W_EXIT"", ""E_EXIT"", ""W_EXIT""], ""WEST"": [""S_EXIT"", ""S_EXIT"", ""N_EXIT"", ""N_EXIT""]}"
67,30067,bo_heuristic,16,4,5,4,3,2,16,54,"{""EAST"": [0, 2, 4], ""NORTH"": [2, 2, 5, 5], ""SOUTH"": [0, 2, 3, 5, 7], ""WEST"": [3, 4, 7, 7]}","{""EAST"": [""N_EXIT"", ""S_EXIT"", ""S_EXIT""], ""NORTH"": [""W_EXIT"", ""S_EXIT"", ""E_EXIT"", ""E_EXIT""], ""SOUTH"": [""E_EXIT"", ""W_EXIT"", ""W_EXIT"", ""E_EXIT"", ""W_EXIT""], ""WEST"": [""S_EXIT"", ""S_EXIT"", ""N_EXIT"", ""N_EXIT""]}"
68,30068,fcfs,16,5,5,3,3,2,16,55,"{""EAST"": [3, 4, 5], ""NORTH"": [1, 1, 6, 8, 8], ""SOUTH"": [0, 1, 2, 4, 8], ""WEST"": [2, 2, 5]}","{""EAST"": [""W_EXIT"", ""W_EXIT"", ""S_EXIT""], ""NORTH"": [""E_EXIT"", ""W_EXIT"", ""E_EXIT"", ""W_EXIT"", ""S_EXIT""], ""SOUTH"": [""E_EXIT"", ""W_EXIT"", ""E_EXIT"", ""E_EXIT"", ""E_EXIT""], ""WEST"": [""S_EXIT"", ""N_EXIT"", ""S_EXIT""]}"
68,30068,fixed_heuristic,16,5,5,3,3,2,16,45,"{""EAST"": [3, 4, 5], ""NORTH"": [1, 1, 6, 8, 8], ""SOUTH"": [0, 1, 2, 4, 8], ""WEST"": [2, 2, 5]}","{""EAST"": [""W_EXIT"", ""W_EXIT"", ""S_EXIT""], ""NORTH"": [""E_EXIT"", ""W_EXIT"", ""E_EXIT"", ""W_EXIT"", ""S_EXIT""], ""SOUTH"": [""E_EXIT"", ""W_EXIT"", ""E_EXIT"", ""E_EXIT"", ""E_EXIT""], ""WEST"": [""S_EXIT"", ""N_EXIT"", ""S_EXIT""]}"
68,30068,bo_heuristic,16,5,5,3,3,2,16,46,"{""EAST"": [3, 4, 5], ""NORTH"": [1, 1, 6, 8, 8], ""SOUTH"": [0, 1, 2, 4, 8], ""WEST"": [2, 2, 5]}","{""EAST"": [""W_EXIT"", ""W_EXIT"", ""S_EXIT""], ""NORTH"": [""E_EXIT"", ""W_EXIT"", ""E_EXIT"", ""W_EXIT"", ""S_EXIT""], ""SOUTH"": [""E_EXIT"", ""W_EXIT"", ""E_EXIT"", ""E_EXIT"", ""E_EXIT""], ""WEST"": [""S_EXIT"", ""N_EXIT"", ""S_EXIT""]}"
69,30069,fcfs,16,4,4,2,6,2,16,53,"{""EAST"": [0, 0, 2, 4, 5, 6], ""NORTH"": [0, 3, 5, 7], ""SOUTH"": [2, 4, 4, 4], ""WEST"": [3, 5]}","{""EAST"": [""N_EXIT"", ""S_EXIT"", ""W_EXIT"", ""S_EXIT"", ""W_EXIT"", ""N_EXIT""], ""NORTH"": [""S_EXIT"", ""W_EXIT"", ""S_EXIT"", ""E_EXIT""], ""SOUTH"": [""W_EXIT"", ""W_EXIT"", ""N_EXIT"", ""W_EXIT""], ""WEST"": [""S_EXIT"", ""E_EXIT""]}"
69,30069,fixed_heuristic,16,4,4,2,6,2,16,48,"{""EAST"": [0, 0, 2, 4, 5, 6], ""NORTH"": [0, 3, 5, 7], ""SOUTH"": [2, 4, 4, 4], ""WEST"": [3, 5]}","{""EAST"": [""N_EXIT"", ""S_EXIT"", ""W_EXIT"", ""S_EXIT"", ""W_EXIT"", ""N_EXIT""], ""NORTH"": [""S_EXIT"", ""W_EXIT"", ""S_EXIT"", ""E_EXIT""], ""SOUTH"": [""W_EXIT"", ""W_EXIT"", ""N_EXIT"", ""W_EXIT""], ""WEST"": [""S_EXIT"", ""E_EXIT""]}"
69,30069,bo_heuristic,16,4,4,2,6,2,16,48,"{""EAST"": [0, 0, 2, 4, 5, 6], ""NORTH"": [0, 3, 5, 7], ""SOUTH"": [2, 4, 4, 4], ""WEST"": [3, 5]}","{""EAST"": [""N_EXIT"", ""S_EXIT"", ""W_EXIT"", ""S_EXIT"", ""W_EXIT"", ""N_EXIT""], ""NORTH"": [""S_EXIT"", ""W_EXIT"", ""S_EXIT"", ""E_EXIT""], ""SOUTH"": [""W_EXIT"", ""W_EXIT"", ""N_EXIT"", ""W_EXIT""], ""WEST"": [""S_EXIT"", ""E_EXIT""]}"
70,30070,fcfs,16,5,2,4,5,2,16,49,"{""EAST"": [0, 0, 4, 6, 8], ""NORTH"": [0, 1, 1, 7, 7], ""SOUTH"": [4, 8], ""WEST"": [6, 6, 7, 8]}","{""EAST"": [""W_EXIT"", ""N_EXIT"", ""N_EXIT"", ""W_EXIT"", ""S_EXIT""], ""NORTH"": [""S_EXIT"", ""W_EXIT"", ""W_EXIT"", ""E_EXIT"", ""W_EXIT""], ""SOUTH"": [""N_EXIT"", ""N_EXIT""], ""WEST"": [""E_EXIT"", ""S_EXIT"", ""N_EXIT"", ""E_EXIT""]}"
70,30070,fixed_heuristic,16,5,2,4,5,2,16,48,"{""EAST"": [0, 0, 4, 6, 8], ""NORTH"": [0, 1, 1, 7, 7], ""SOUTH"": [4, 8], ""WEST"": [6, 6, 7, 8]}","{""EAST"": [""W_EXIT"", ""N_EXIT"", ""N_EXIT"", ""W_EXIT"", ""S_EXIT""], ""NORTH"": [""S_EXIT"", ""W_EXIT"", ""W_EXIT"", ""E_EXIT"", ""W_EXIT""], ""SOUTH"": [""N_EXIT"", ""N_EXIT""], ""WEST"": [""E_EXIT"", ""S_EXIT"", ""N_EXIT"", ""E_EXIT""]}"
70,30070,bo_heuristic,16,5,2,4,5,2,16,45,"{""EAST"": [0, 0, 4, 6, 8], ""NORTH"": [0, 1, 1, 7, 7], ""SOUTH"": [4, 8], ""WEST"": [6, 6, 7, 8]}","{""EAST"": [""W_EXIT"", ""N_EXIT"", ""N_EXIT"", ""W_EXIT"", ""S_EXIT""], ""NORTH"": [""S_EXIT"", ""W_EXIT"", ""W_EXIT"", ""E_EXIT"", ""W_EXIT""], ""SOUTH"": [""N_EXIT"", ""N_EXIT""], ""WEST"": [""E_EXIT"", ""S_EXIT"", ""N_EXIT"", ""E_EXIT""]}"
71,30071,fcfs,16,3,4,6,3,2,16,50,"{""EAST"": [7, 7, 7], ""NORTH"": [6, 7, 8], ""SOUTH"": [3, 4, 6, 8], ""WEST"": [0, 1, 3, 3, 5, 8]}","{""EAST"": [""N_EXIT"", ""W_EXIT"", ""N_EXIT""], ""NORTH"": [""W_EXIT"", ""S_EXIT"", ""W_EXIT""], ""SOUTH"": [""N_EXIT"", ""E_EXIT"", ""W_EXIT"", ""N_EXIT""], ""WEST"": [""S_EXIT"", ""S_EXIT"", ""N_EXIT"", ""E_EXIT"", ""E_EXIT"", ""S_EXIT""]}"
71,30071,fixed_heuristic,16,3,4,6,3,2,16,43,"{""EAST"": [7, 7, 7], ""NORTH"": [6, 7, 8], ""SOUTH"": [3, 4, 6, 8], ""WEST"": [0, 1, 3, 3, 5, 8]}","{""EAST"": [""N_EXIT"", ""W_EXIT"", ""N_EXIT""], ""NORTH"": [""W_EXIT"", ""S_EXIT"", ""W_EXIT""], ""SOUTH"": [""N_EXIT"", ""E_EXIT"", ""W_EXIT"", ""N_EXIT""], ""WEST"": [""S_EXIT"", ""S_EXIT"", ""N_EXIT"", ""E_EXIT"", ""E_EXIT"", ""S_EXIT""]}"
71,30071,bo_heuristic,16,3,4,6,3,2,16,43,"{""EAST"": [7, 7, 7], ""NORTH"": [6, 7, 8], ""SOUTH"": [3, 4, 6, 8], ""WEST"": [0, 1, 3, 3, 5, 8]}","{""EAST"": [""N_EXIT"", ""W_EXIT"", ""N_EXIT""], ""NORTH"": [""W_EXIT"", ""S_EXIT"", ""W_EXIT""], ""SOUTH"": [""N_EXIT"", ""E_EXIT"", ""W_EXIT"", ""N_EXIT""], ""WEST"": [""S_EXIT"", ""S_EXIT"", ""N_EXIT"", ""E_EXIT"", ""E_EXIT"", ""S_EXIT""]}"
72,30072,fcfs,16,4,4,4,4,2,16,58,"{""EAST"": [5, 6, 6, 6], ""NORTH"": [2, 4, 6, 7], ""SOUTH"": [1, 3, 7, 7], ""WEST"": [0, 3, 4, 5]}","{""EAST"": [""W_EXIT"", ""W_EXIT"", ""S_EXIT"", ""S_EXIT""], ""NORTH"": [""E_EXIT"", ""S_EXIT"", ""S_EXIT"", ""W_EXIT""], ""SOUTH"": [""N_EXIT"", ""N_EXIT"", ""W_EXIT"", ""E_EXIT""], ""WEST"": [""N_EXIT"", ""N_EXIT"", ""S_EXIT"", ""E_EXIT""]}"
72,30072,fixed_heuristic,16,4,4,4,4,2,16,50,"{""EAST"": [5, 6, 6, 6], ""NORTH"": [2, 4, 6, 7], ""SOUTH"": [1, 3, 7, 7], ""WEST"": [0, 3, 4, 5]}","{""EAST"": [""W_EXIT"", ""W_EXIT"", ""S_EXIT"", ""S_EXIT""], ""NORTH"": [""E_EXIT"", ""S_EXIT"", ""S_EXIT"", ""W_EXIT""], ""SOUTH"": [""N_EXIT"", ""N_EXIT"", ""W_EXIT"", ""E_EXIT""], ""WEST"": [""N_EXIT"", ""N_EXIT"", ""S_EXIT"", ""E_EXIT""]}"
72,30072,bo_heuristic,16,4,4,4,4,2,16,50,"{""EAST"": [5, 6, 6, 6], ""NORTH"": [2, 4, 6, 7], ""SOUTH"": [1, 3, 7, 7], ""WEST"": [0, 3, 4, 5]}","{""EAST"": [""W_EXIT"", ""W_EXIT"", ""S_EXIT"", ""S_EXIT""], ""NORTH"": [""E_EXIT"", ""S_EXIT"", ""S_EXIT"", ""W_EXIT""], ""SOUTH"": [""N_EXIT"", ""N_EXIT"", ""W_EXIT"", ""E_EXIT""], ""WEST"": [""N_EXIT"", ""N_EXIT"", ""S_EXIT"", ""E_EXIT""]}"
73,30073,fcfs,16,4,5,2,5,2,16,58,"{""EAST"": [1, 3, 3, 4, 6], ""NORTH"": [1, 5, 5, 6], ""SOUTH"": [0, 0, 1, 1, 3], ""WEST"": [4, 6]}","{""EAST"": [""S_EXIT"", ""W_EXIT"", ""W_EXIT"", ""W_EXIT"", ""N_EXIT""], ""NORTH"": [""W_EXIT"", ""W_EXIT"", ""S_EXIT"", ""E_EXIT""], ""SOUTH"": [""W_EXIT"", ""E_EXIT"", ""W_EXIT"", ""W_EXIT"", ""N_EXIT""], ""WEST"": [""S_EXIT"", ""N_EXIT""]}"
73,30073,fixed_heuristic,16,4,5,2,5,2,16,54,"{""EAST"": [1, 3, 3, 4, 6], ""NORTH"": [1, 5, 5, 6], ""SOUTH"": [0, 0, 1, 1, 3], ""WEST"": [4, 6]}","{""EAST"": [""S_EXIT"", ""W_EXIT"", ""W_EXIT"", ""W_EXIT"", ""N_EXIT""], ""NORTH"": [""W_EXIT"", ""W_EXIT"", ""S_EXIT"", ""E_EXIT""], ""SOUTH"": [""W_EXIT"", ""E_EXIT"", ""W_EXIT"", ""W_EXIT"", ""N_EXIT""], ""WEST"": [""S_EXIT"", ""N_EXIT""]}"
73,30073,bo_heuristic,16,4,5,2,5,2,16,53,"{""EAST"": [1, 3, 3, 4, 6], ""NORTH"": [1, 5, 5, 6], ""SOUTH"": [0, 0, 1, 1, 3], ""WEST"": [4, 6]}","{""EAST"": [""S_EXIT"", ""W_EXIT"", ""W_EXIT"", ""W_EXIT"", ""N_EXIT""], ""NORTH"": [""W_EXIT"", ""W_EXIT"", ""S_EXIT"", ""E_EXIT""], ""SOUTH"": [""W_EXIT"", ""E_EXIT"", ""W_EXIT"", ""W_EXIT"", ""N_EXIT""], ""WEST"": [""S_EXIT"", ""N_EXIT""]}"
