run_index,scenario_seed,policy,total_agvs,north_agvs,south_agvs,west_agvs,east_agvs,shared_area_capacity,completed,total_time,spawn_plan_json,goal_plan_json
29,30029,fcfs,16,3,5,4,4,2,16,55,"{""EAST"": [1, 3, 5, 5], ""NORTH"": [5, 5, 6], ""SOUTH"": [0, 2, 2, 4, 8], ""WEST"": [4, 6, 6, 7]}","{""EAST"": [""W_EXIT"", ""N_EXIT"", ""W_EXIT"", ""N_EXIT""], ""NORTH"": [""S_EXIT"", ""E_EXIT"", ""S_EXIT""], ""SOUTH"": [""N_EXIT"", ""W_EXIT"", ""E_EXIT"", ""E_EXIT"", ""E_EXIT""], ""WEST"": [""N_EXIT"", ""E_EXIT"", ""N_EXIT"", ""S_EXIT""]}"
29,30029,fixed_heuristic,16,3,5,4,4,2,16,52,"{""EAST"": [1, 3, 5, 5], ""NORTH"": [5, 5, 6], ""SOUTH"": [0, 2, 2, 4, 8], ""WEST"": [4, 6, 6, 7]}","{""EAST"": [""W_EXIT"", ""N_EXIT"", ""W_EXIT"", ""N_EXIT""], ""NORTH"": [""S_EXIT"", ""E_EXIT"", ""S_EXIT""], ""SOUTH"": [""N_EXIT"", ""W_EXIT"", ""E_EXIT"", ""E_EXIT"", ""E_EXIT""], ""WEST"": [""N_EXIT"", ""E_EXIT"", ""N_EXIT"", ""S_EXIT""]}"
29,30029,bo_heuristic,16,3,5,4,4,2,16,48,"{""EAST"": [1, 3, 5, 5], ""NORTH"": [5, 5, 6], ""SOUTH"": [0, 2, 2, 4, 8], ""WEST"": [4, 6, 6, 7]}","{""EAST"": [""W_EXIT"", ""N_EXIT"", ""W_EXIT"", ""N_EXIT""], ""NORTH"": [""S_EXIT"", ""E_EXIT"", ""S_EXIT""], ""SOUTH"": [""N_EXIT"", ""W_EXIT"", ""E_EXIT"", ""E_EXIT"", ""E_EXIT""], ""WEST"": [""N_EXIT"", ""E_EXIT"", ""N_EXIT"", ""S_EXIT""]}"
30,30030,fcfs,16,4,4,2,6,2,16,61,"{""EAST"": [1, 2, 5, 5, 6, 8], ""NORTH"": [3, 4, 4, 6], ""SOUTH"": [1, 3, 6, 7], ""WEST"": [1, 6]}","{""EAST"": [""W_EXIT"", ""S_EXIT"", ""N_EXIT"", ""S_EXIT"", ""N_EXIT"", ""N_EXIT""], ""NORTH"": [""W_EXIT"", ""E_EXIT"", ""E_EXIT"", ""E_EXIT""], ""SOUTH"": [""E_EXIT"", ""W_EXIT"", ""W_EXIT"", ""N_EXIT""], ""WEST"": [""E_EXIT"", ""E_EXIT""]}"
30,30030,fixed_heuristic,16,4,4,2,6,2,16,54,"{""EAST"": [1, 2, 5, 5, 6, 8], ""NORTH"": [3, 4, 4, 6], ""SOUTH"": [1, 3, 6, 7], ""WEST"": [1, 6]}","{""EAST"": [""W_EXIT"", ""S_EXIT"", ""N_EXIT"", ""S_EXIT"", ""N_EXIT"", ""N_EXIT""], ""NORTH"": [""W_EXIT"", ""E_EXIT"", ""E_EXIT"", ""E_EXIT""], ""SOUTH"": [""E_EXIT"", ""W_EXIT"", ""W_EXIT"", ""N_EXIT""], ""WEST"": [""E_EXIT"", ""E_EXIT""]}"
30,30030,bo_heuristic,16,4,4,2,6,2,16,54,"{""EAST"": [1, 2, 5, 5, 6, 8], ""NORTH"": [3, 4, 4, 6], ""SOUTH"": [1, 3, 6, 7], ""WEST"": [1, 6]}","{""EAST"": [""W_EXIT"", ""S_EXIT"", ""N_EXIT"", ""S_EXIT"", ""N_EXIT"", ""N_EXIT""], ""NORTH"": [""W_EXIT"", ""E_EXIT"", ""E_EXIT"", ""E_EXIT""], ""SOUTH"": [""E_EXIT"", ""W_EXIT"", ""W_EXIT"", ""N_EXIT""], ""WEST"": [""E_EXIT"", ""E_EXIT""]}"
31,30031,fcfs,16,3,3,4,6,2,16,61,"{""EAST"": [1, 3, 4, 5, 6, 8], ""NORTH"": [1, 3, 8], ""SOUTH"": [0, 2, 3], ""WEST"": [1, 2, 7, 8]}","{""EAST"": [""W_EXIT"", ""S_EXIT"", ""N_EXIT"", ""S_EXIT"", ""S_EXIT"", ""W_EXIT""], ""NORTH"": [""S_EXIT"", ""W_EXIT"", ""E_EXIT""], ""SOUTH"": [""W_EXIT"", ""E_EXIT"", ""E_EXIT""], ""WEST"": [""N_EXIT"", ""N_EXIT"", ""S_EXIT"", ""E_EXIT""]}"
31,30031,fixed_heuristic,16,3,3,4,6,2,16,52,"{""EAST"": [1, 3, 4, 5, 6, 8], ""NORTH"": [1, 3, 8], ""SOUTH"": [0, 2, 3], ""WEST"": [1, 2, 7, 8]}","{""EAST"": [""W_EXIT"", ""S_EXIT"", ""N_EXIT"", ""S_EXIT"", ""S_EXIT"", ""W_EXIT""], ""NORTH"": [""S_EXIT"", ""W_EXIT"", ""E_EXIT""], ""SOUTH"": [""W_EXIT"", ""E_EXIT"", ""E_EXIT""], ""WEST"": [""N_EXIT"", ""N_EXIT"", ""S_EXIT"", ""E_EXIT""]}"
31,30031,bo_heuristic,16,3,3,4,6,2,16,53,"{""EAST"": [1, 3, 4, 5, 6, 8], ""NORTH"": [1, 3, 8], ""SOUTH"": [0, 2, 3], ""WEST"": [1, 2, 7, 8]}","{""EAST"": [""W_EXIT"", ""S_EXIT"", ""N_EXIT"", ""S_EXIT"", ""S_EXIT"", ""W_EXIT""], ""NORTH"": [""S_EXIT"", ""W_EXIT"", ""E_EXIT""], ""SOUTH"": [""W_EXIT"", ""E_EXIT"", ""E_EXIT""], ""WEST"": [""N_EXIT"", ""N_EXIT"", ""S_EXIT"", ""E_EXIT""]}"
32,30032,fcfs,16,2,6,3,5,2,16,51,"{""EAST"": [1, 2, 2, 5, 8], ""NORTH"": [0, 2], ""SOUTH"": [1, 5, 7, 8, 8, 8], ""WEST"": [0, 0, 1]}","{""EAST"": [""N_EXIT"", ""W_EXIT"", ""W_EXIT"", ""S_EXIT"", ""S_EXIT""], ""NORTH"": [""S_EXIT"", ""S_EXIT""], ""SOUTH"": [""N_EXIT"", ""N_EXIT"", ""E_EXIT"", ""W_EXIT"", ""E_EXIT"", ""E_EXIT""], ""WEST"": [""E_EXIT"", ""S_EXIT"", ""E_EXIT""]}"
32,30032,fixed_heuristic,16,2,6,3,5,2,16,46,"{""EAST"": [1, 2, 2, 5, 8], ""NORTH"": [0, 2], ""SOUTH"": [1, 5, 7, 8, 8, 8], ""WEST"": [0, 0, 1]}","{""EAST"": [""N_EXIT"", ""W_EXIT"", ""W_EXIT"", ""S_EXIT"", ""S_EXIT""], ""NORTH"": [""S_EXIT"", ""S_EXIT""], ""SOUTH"": [""N_EXIT"", ""N_EXIT"", ""E_EXIT"", ""W_EXIT"", ""E_EXIT"", ""E_EXIT""], ""WEST"": [""E_EXIT"", ""S_EXIT"", ""E_EXIT""]}"
32,30032,bo_heuristic,16,2,6,3,5,2,16,45,"{""EAST"": [1, 2, 2, 5, 8], ""NORTH"": [0, 2], ""SOUTH"": [1, 5, 7, 8, 8, 8], ""WEST"": [0, 0, 1]}","{""EAST"": [""N_EXIT"", ""W_EXIT"", ""W_EXIT"", ""S_EXIT"", ""S_EXIT""], ""NORTH"": [""S_EXIT"", ""S_EXIT""], ""SOUTH"": [""N_EXIT"", ""N_EXIT"", ""E_EXIT"", ""W_EXIT"", ""E_EXIT"", ""E_EXIT""], ""WEST"": [""E_EXIT"", ""S_EXIT"", ""E_EXIT""]}"
33,30033,fcfs,16,3,5,3,5,2,16,61,"{""EAST"": [0, 0, 2, 3, 6], ""NORTH"": [6, 8, 8], ""SOUTH"": [0, 2, 2, 4, 8], ""WEST"": [1, 1, 7]}","{""EAST"": [""S_EXIT"", ""W_EXIT"", ""S_EXIT"", ""W_EXIT"", ""W_EXIT""], ""NORTH"": [""E_EXIT"", ""W_EXIT"", ""E_EXIT""], ""SOUTH"": [""N_EXIT"", ""W_EXIT"", ""E_EXIT"", ""E_EXIT"", ""N_EXIT""], ""WEST"": [""N_EXIT"", ""E_EXIT"", ""N_EXIT""]}"
33,30033,fixed_heuristic,16,3,5,3,5,2,16,54,"{""EAST"": [0, 0, 2, 3, 6], ""NORTH"": [6, 8, 8], ""SOUTH"": [0, 2, 2, 4, 8], ""WEST"": [1, 1, 7]}","{""EAST"": [""S_EXIT"", ""W_EXIT"", ""S_EXIT"", ""W_EXIT"", ""W_EXIT""], ""NORTH"": [""E_EXIT"", ""W_EXIT"", ""E_EXIT""], ""SOUTH"": [""N_EXIT"", ""W_EXIT"", ""E_EXIT"", ""E_EXIT"", ""N_EXIT""], ""WEST"": [""N_EXIT"", ""E_EXIT"", ""N_EXIT""]}"
33,30033,bo_heuristic,16,3,5,3,5,2,16,54,"{""EAST"": [0, 0, 2, 3, 6], ""NORTH"": [6, 8, 8], ""SOUTH"": [0, 2, 2, 4, 8], ""WEST"": [1, 1, 7]}","{""EAST"": [""S_EXIT"", ""W_EXIT"", ""S_EXIT"", ""W_EXIT"", ""W_EXIT""], ""NORTH"": [""E_EXIT"", ""W_EXIT"", ""E_EXIT""], ""SOUTH"": [""N_EXIT"", ""W_EXIT"", ""E_EXIT"", ""E_EXIT"", ""N_EXIT""], ""WEST"": [""N_EXIT"", ""E_EXIT"", ""N_EXIT""]}"
34,30034,fcfs,16,3,6,4,3,2,16,53,"{""EAST"": [3, 5, 7], ""NORTH"": [0, 6, 6], ""SOUTH"": [0, 1, 2, 4, 5, 6], ""WEST"": [2, 2, 5, 5]}","{""EAST"": [""S_EXIT"", ""S_EXIT"", ""N_EXIT""], ""NORTH"": [""E_EXIT"", ""S_EXIT"", ""W_EXIT""], ""SOUTH"": [""W_EXIT"", ""N_EXIT"", ""E_EXIT"", ""E_EXIT"", ""N_EXIT"", ""W_EXIT""], ""WEST"": [""S_EXIT"", ""S_EXIT"", ""N_EXIT"", ""E_EXIT""]}"
34,30034,fixed_heuristic,16,3,6,4,3,2,16,48,"{""EAST"": [3, 5, 7], ""NORTH"": [0, 6, 6], ""SOUTH"": [0, 1, 2, 4, 5, 6], ""WEST"": [2, 2, 5, 5]}","{""EAST"": [""S_EXIT"", ""S_EXIT"", ""N_EXIT""], ""NORTH"": [""E_EXIT"", ""S_EXIT"", ""W_EXIT""], ""SOUTH"": [""W_EXIT"", ""N_EXIT"", ""E_EXIT"", ""E_EXIT"", ""N_EXIT"", ""W_EXIT""], ""WEST"": [""S_EXIT"", ""S_EXIT"", ""N_EXIT"", ""E_EXIT""]}"
34,30034,bo_heuristic,16,3,6,4,3,2,16,49,"{""EAST"": [3, 5, 7], ""NORTH"": [0, 6, 6], ""SOUTH"": [0, 1, 2, 4, 5, 6], ""WEST"": [2, 2, 5, 5]}","{""EAST"": [""S_EXIT"", ""S_EXIT"", ""N_EXIT""], ""NORTH"": [""E_EXIT"", ""S_EXIT"", ""W_EXIT""], ""SOUTH"": [""W_EXIT"", ""N_EXIT"", ""E_EXIT"", ""E_EXIT"", ""N_EXIT"", ""W_EXIT""], ""WEST"": [""S_EXIT"", ""S_EXIT"", ""N_EXIT"", ""E_EXIT""]}"
35,30035,fcfs,16,2,6,3,5,2,16,60,"{""EAST"": [3, 4, 7, 7, 7], ""NORTH"": [4, 6], ""SOUTH"": [4, 4, 6, 6, 7, 8], ""WEST"": [0, 0, 1]}","{""EAST"": [""N_EXIT"", ""N_EXIT"", ""S_EXIT"", ""S_EXIT"", ""S_EXIT""], ""NORTH"": [""E_EXIT"", ""W_EXIT""], ""SOUTH"": [""W_EXIT"", ""W_EXIT"", ""N_EXIT"", ""N_EXIT"", ""E_EXIT"", ""E_EXIT""], ""WEST"": [""S_EXIT"", ""E_EXIT"", ""E_EXIT""]}"
35,30035,fixed_heuristic,16,2,6,3,5,2,16,54,"{""EAST"": [3, 4, 7, 7, 7], ""NORTH"": [4, 6], ""SOUTH"": [4, 4, 6, 6, 7, 8], ""WEST"": [0, 0, 1]}","{""EAST"": [""N_EXIT"", ""N_EXIT"", ""S_EXIT"", ""S_EXIT"", ""S_EXIT""], ""NORTH"": [""E_EXIT"", ""W_EXIT""], ""SOUTH"": [""W_EXIT"", ""W_EXIT"", ""N_EXIT"", ""N_EXIT"", ""E_EXIT"", ""E_EXIT""], ""WEST"": [""S_EXIT"", ""E_EXIT"", ""E_EXIT""]}"
35,30035,bo_heuristic,16,2,6,3,5,2,16,54,"{""EAST"": [3, 4, 7, 7, 7], ""NORTH"": [4, 6], ""SOUTH"": [4, 4, 6, 6, 7, 8], ""WEST"": [0, 0, 1]}","{""EAST"": [""N_EXIT"", ""N_EXIT"", ""S_EXIT"", ""S_EXIT"", ""S_EXIT""], ""NORTH"": [""E_EXIT"", ""W_EXIT""], ""SOUTH"": [""W_EXIT"", ""W_EXIT"", ""N_EXIT"", ""N_EXIT"", ""E_EXIT"", ""E_EXIT""], ""WEST"": [""S_EXIT"", ""E_EXIT"", ""E_EXIT""]}"
36,30036,fcfs,16,6,4,2,4,2,16,59,"{""EAST"": [4, 6, 6, 7], ""NORTH"": [0, 1, 2, 3, 6, 7], ""SOUTH"": [2, 4, 5, 8], ""WEST"": [1, 5]}","{""EAST"": [""N_EXIT"", ""S_EXIT"", ""S_EXIT"", ""S_EXIT""], ""NORTH"": [""E_EXIT"", ""W_EXIT"", ""S_EXIT"", ""S_EXIT"", ""S_EXIT"", ""W_EXIT""], ""SOUTH"": [""W_EXIT"", ""E_EXIT"", ""W_EXIT"", ""W_EXIT""], ""WEST"": [""N_EXIT"", ""S_EXIT""]}"
36,30036,fixed_heuristic,16,6,4,2,4,2,16,56,"{""EAST"": [4, 6, 6, 7], ""NORTH"": [0, 1, 2, 3, 6, 7], ""SOUTH"": [2, 4, 5, 8], ""WEST"": [1, 5]}","{""EAST"": [""N_EXIT"", ""S_EXIT"", ""S_EXIT"", ""S_EXIT""], ""NORTH"": [""E_EXIT"", ""W_EXIT"", ""S_EXIT"", ""S_EXIT"", ""S_EXIT"", ""W_EXIT""], ""SOUTH"": [""W_EXIT"", ""E_EXIT"", ""W_EXIT"", ""W_EXIT""], ""WEST"": [""N_EXIT"", ""S_EXIT""]}"
36,30036,bo_heuristic,16,6,4,2,4,2,16,56,"{""EAST"": [4, 6, 6, 7], ""NORTH"": [0, 1, 2, 3, 6, 7], ""SOUTH"": [2, 4, 5, 8], ""WEST"": [1, 5]}","{""EAST"": [""N_EXIT"", ""S_EXIT"", ""S_EXIT"", ""S_EXIT""], ""NORTH"": [""E_EXIT"", ""W_EXIT"", ""S_EXIT"", ""S_EXIT"", ""S_EXIT"", ""W_EXIT""], ""SOUTH"": [""W_EXIT"", ""E_EXIT"", ""W_EXIT"", ""W_EXIT""], ""WEST"": [""N_EXIT"", ""S_EXIT""]}"
37,30037,fcfs,16,2,3,6,5,2,16,55,"{""EAST"": [1, 1, 4, 4, 7], ""NORTH"": [7, 8], ""SOUTH"": [0, 2, 8], ""WEST"": [0, 1, 2, 3, 3, 6]}","{""EAST"": [""N_EXIT"", ""N_EXIT"", ""W_EXIT"", ""N_EXIT"", ""N_EXIT""], ""NORTH"": [""E_EXIT"", ""E_EXIT""], ""SOUTH"": [""E_EXIT"", ""W_EXIT"", ""W_EXIT""], ""WEST"": [""N_EXIT"", ""N_EXIT"", ""S_EXIT"", ""S_EXIT"", ""N_EXIT"", ""N_EXIT""]}"
37,30037,fixed_heuristic,16,2,3,6,5,2,16,50,"{""EAST"": [1, 1, 4, 4, 7], ""NORTH"": [7, 8], ""SOUTH"": [0, 2, 8], ""WEST"": [0, 1, 2, 3, 3, 6]}","{""EAST"": [""N_EXIT"", ""N_EXIT"", ""W_EXIT"", ""N_EXIT"", ""N_EXIT""], ""NORTH"": [""E_EXIT"", ""E_EXIT""], ""SOUTH"": [""E_EXIT"", ""W_EXIT"", ""W_EXIT""], ""WEST"": [""N_EXIT"", ""N_EXIT"", ""S_EXIT"", ""S_EXIT"", ""N_EXIT"", ""N_EXIT""]}"
37,30037,bo_heuristic,16,2,3,6,5,2,16,49,"{""EAST"": [1, 1, 4, 4, 7], ""NORTH"": [7, 8], ""SOUTH"": [0, 2, 8], ""WEST"": [0, 1, 2, 3, 3, 6]}","{""EAST"": [""N_EXIT"", ""N_EXIT"", ""W_EXIT"", ""N_EXIT"", ""N_EXIT""], ""NORTH"": [""E_EXIT"", ""E_EXIT""], ""SOUTH"": [""E_EXIT"", ""W_EXIT"", ""W_EXIT""], ""WEST"": [""N_EXIT"", ""N_EXIT"", ""S_EXIT"", ""S_EXIT"", ""N_EXIT"", ""N_EXIT""]}"
38,30038,fcfs,16,4,4,4,4,2,16,57,"{""EAST"": [2, 4, 7, 8], ""NORTH"": [1, 6, 7, 7], ""SOUTH"": [6, 6, 6, 7], ""WEST"": [0, 3, 3, 5]}","{""EAST"": [""W_EXIT"", ""S_EXIT"", ""N_EXIT"", ""S_EXIT""], ""NORTH"": [""S_EXIT"", ""W_EXIT"", ""E_EXIT"", ""E_EXIT""], ""SOUTH"": [""N_EXIT"", ""W_EXIT"", ""W_EXIT"", ""E_EXIT""], ""WEST"": [""E_EXIT"", ""S_EXIT"", ""N_EXIT"", ""E_EXIT""]}"
38,30038,fixed_heuristic,16,4,4,4,4,2,16,52,"{""EAST"": [2, 4, 7, 8], ""NORTH"": [1, 6, 7, 7], ""SOUTH"": [6, 6, 6, 7], ""WEST"": [0, 3, 3, 5]}","{""EAST"": [""W_EXIT"", ""S_EXIT"", ""N_EXIT"", ""S_EXIT""], ""NORTH"": [""S_EXIT"", ""W_EXIT"", ""E_EXIT"", ""E_EXIT""], ""SOUTH"": [""N_EXIT"", ""W_EXIT"", ""W_EXIT"", ""E_EXIT""], ""WEST"": [""E_EXIT"", ""S_EXIT"", ""N_EXIT"", ""E_EXIT""]}"
38,30038,bo_heuristic,16,4,4,4,4,2,16,51,"{""EAST"": [2, 4, 7, 8], ""NORTH"": [1, 6, 7, 7], ""SOUTH"": [6, 6, 6, 7], ""WEST"": [0, 3, 3, 5]}","{""EAST"": [""W_EXIT"", ""S_EXIT"", ""N_EXIT"", ""S_EXIT""], ""NORTH"": [""S_EXIT"", ""W_EXIT"", ""E_EXIT"", ""E_EXIT""], ""SOUTH"": [""N_EXIT"", ""W_EXIT"", ""W_EXIT"", ""E_EXIT""], ""WEST"": [""E_EXIT"", ""S_EXIT"", ""N_EXIT"", ""E_EXIT""]}"
39,30039,fcfs,16,3,6,4,3,2,16,50,"{""EAST"": [4, 4, 4], ""NORTH"": [3, 3, 5], ""SOUTH"": [1, 3, 6, 7, 8, 8], ""WEST"": [5, 6, 8, 8]}","{""EAST"": [""W_EXIT"", ""S_EXIT"", ""W_EXIT""], ""NORTH"": [""W_EXIT"", ""S_EXIT"", ""S_EXIT""], ""SOUTH"": [""E_EXIT"", ""N_EXIT"", ""E_EXIT"", ""E_EXIT"", ""W_EXIT"", ""E_EXIT""], ""WEST"": [""E_EXIT"", ""E_EXIT"", ""S_EXIT"", ""E_EXIT""]}"
39,30039,fixed_heuristic,16,3,6,4,3,2,16,48,"{""EAST"": [4, 4, 4], ""NORTH"": [3, 3, 5], ""SOUTH"": [1, 3, 6, 7, 8, 8], ""WEST"": [5, 6, 8, 8]}","{""EAST"": [""W_EXIT"", ""S_EXIT"", ""W_EXIT""], ""NORTH"": [""W_EXIT"", ""S_EXIT"", ""S_EXIT""], ""SOUTH"": [""E_EXIT"", ""N_EXIT"", ""E_EXIT"", ""E_EXIT"", ""W_EXIT"", ""E_EXIT""], ""WEST"": [""E_EXIT"", ""E_EXIT"", ""S_EXIT"", ""E_EXIT""]}"
39,30039,bo_heuristic,16,3,6,4,3,2,16,48,"{""EAST"": [4, 4, 4], ""NORTH"": [3, 3, 5], ""SOUTH"": [1, 3, 6, 7, 8, 8], ""WEST"": [5, 6, 8, 8]}","{""EAST"": [""W_EXIT"", ""S_EXIT"", ""W_EXIT""], ""NORTH"": [""W_EXIT"", ""S_EXIT"", ""S_EXIT""], ""SOUTH"": [""E_EXIT"", ""N_EXIT"", ""E_EXIT"", ""E_EXIT"", ""W_EXIT"", ""E_EXIT""], ""WEST"": [""E_EXIT"", ""E_EXIT"", ""S_EXIT"", ""E_EXIT""]}"
40,30040,fcfs,16,3,5,4,4,2,16,46,"{""EAST"": [0, 1, 3, 8], ""NORTH"": [0, 1, 2], ""SOUTH"": [0, 3, 6, 7, 8], ""WEST"": [1, 1, 7, 8]}","{""EAST"": [""W_EXIT"", ""W_EXIT"", ""N_EXIT"", ""S_EXIT""], ""NORTH"": [""S_EXIT"", ""W_EXIT"", ""W_EXIT""], ""SOUTH"": [""N_EXIT"", ""E_EXIT"", ""E_EXIT"", ""W_EXIT"", ""E_EXIT""], ""WEST"": [""E_EXIT"", ""S_EXIT"", ""E_EXIT"", ""E_EXIT""]}"
40,30040,fixed_heuristic,16,3,5,4,4,2,16,43,"{""EAST"": [0, 1, 3, 8], ""NORTH"": [0, 1, 2], ""SOUTH"": [0, 3, 6, 7, 8], ""WEST"": [1, 1, 7, 8]}","{""EAST"": [""W_EXIT"", ""W_EXIT"", ""N_EXIT"", ""S_EXIT""], ""NORTH"": [""S_EXIT"", ""W_EXIT"", ""W_EXIT""], ""SOUTH"": [""N_EXIT"", ""E_EXIT"", ""E_EXIT"", ""W_EXIT"", ""E_EXIT""], ""WEST"": [""E_EXIT"", ""S_EXIT"", ""E_EXIT"", ""E_EXIT""]}"
40,30040,bo_heuristic,16,3,5,4,4,2,16,42,"{""EAST"": [0, 1, 3, 8], ""NORTH"": [0, 1, 2], ""SOUTH"": [0, 3, 6, 7, 8], ""WEST"": [1, 1, 7, 8]}","{""EAST"": [""W_EXIT"", ""W_EXIT"", ""N_EXIT"", ""S_EXIT""], ""NORTH"": [""S_EXIT"", ""W_EXIT"", ""W_EXIT""], ""SOUTH"": [""N_EXIT"", ""E_EXIT"", ""E_EXIT"", ""W_EXIT"", ""E_EXIT""], ""WEST"": [""E_EXIT"", ""S_EXIT"", ""E_EXIT"", ""E_EXIT""]}"
41,30041,fcfs,16,5,4,4,3,2,16,51,"{""EAST"": [0, 2, 6], ""NORTH"": [1, 4, 5, 5, 6], ""SOUTH"": [1, 1, 3, 8], ""WEST"": [3, 4, 8, 8]}","{""EAST"": [""W_EXIT"", ""N_EXIT"", ""S_EXIT""], ""NORTH"": [""E_EXIT"", ""S_EXIT"", ""E_EXIT"", ""S_EXIT"", ""W_EXIT""], ""SOUTH"": [""E_EXIT"", ""W_EXIT"", ""W_EXIT"", ""W_EXIT""], ""WEST"": [""S_EXIT"", ""S_EXIT"", ""E_EXIT"", ""S_EXIT""]}"
41,30041,fixed_heuristic,16,5,4,4,3,2,16,51,"{""EAST"": [0, 2, 6], ""NORTH"": [1, 4, 5, 5, 6], ""SOUTH"": [1, 1, 3, 8], ""WEST"": [3, 4, 8, 8]}","{""EAST"": [""W_EXIT"", ""N_EXIT"", ""S_EXIT""], ""NORTH"": [""E_EXIT"", ""S_EXIT"", ""E_EXIT"", ""S_EXIT"", ""W_EXIT""], ""SOUTH"": [""E_EXIT"", ""W_EXIT"", ""W_EXIT"", ""W_EXIT""], ""WEST"": [""S_EXIT"", ""S_EXIT"", ""E_EXIT"", ""S_EXIT""]}"
41,30041,bo_heuristic,16,5,4,4,3,2,16,51,"{""EAST"": [0, 2, 6], ""NORTH"": [1, 4, 5, 5, 6], ""SOUTH"": [1, 1, 3, 8], ""WEST"": [3, 4, 8, 8]}","{""EAST"": [""W_EXIT"", ""N_EXIT"", ""S_EXIT""], ""NORTH"": [""E_EXIT"", ""S_EXIT"", ""E_EXIT"", ""S_EXIT"", ""W_EXIT""], ""SOUTH"": [""E_EXIT"", ""W_EXIT"", ""W_EXIT"", ""W_EXIT""], ""WEST"": [""S_EXIT"", ""S_EXIT"", ""E_EXIT"", ""S_EXIT""]}"
42,30042,fcfs,16,5,2,5,4,2,16,55,"{""EAST"": [0, 0, 4, 5], ""NORTH"": [0, 0, 2, 7, 7], ""SOUTH"": [4, 6], ""WEST"": [0, 1, 1, 5, 7]}","{""EAST"": [""S_EXIT"", ""S_EXIT"", ""W_EXIT"", ""W_EXIT""], ""NORTH"": [""W_EXIT"", ""W_EXIT"", ""W_EXIT"", ""W_EXIT"", ""E_EXIT""], ""SOUTH"": [""E_EXIT"", ""W_EXIT""], ""WEST"": [""N_EXIT"", ""E_EXIT"", ""N_EXIT"", ""S_EXIT"", ""S_EXIT""]}"
42,30042,fixed_heuristic,16,5,2,5,4,2,16,48,"{""EAST"": [0, 0, 4, 5], ""NORTH"": [0, 0, 2, 7, 7], ""SOUTH"": [4, 6], ""WEST"": [0, 1, 1, 5, 7]}","{""EAST"": [""S_EXIT"", ""S_EXIT"", ""W_EXIT"", ""W_EXIT""], ""NORTH"": [""W_EXIT"", ""W_EXIT"", ""W_EXIT"", ""W_EXIT"", ""E_EXIT""], ""SOUTH"": [""E_EXIT"", ""W_EXIT""], ""WEST"": [""N_EXIT"", ""E_EXIT"", ""N_EXIT"", ""S_EXIT"", ""S_EXIT""]}"
42,30042,bo_heuristic,16,5,2,5,4,2,16,50,"{""EAST"": [0, 0, 4, 5], ""NORTH"": [0, 0, 2, 7, 7], ""SOUTH"": [4, 6], ""WEST"": [0, 1, 1, 5, 7]}","{""EAST"": [""S_EXIT"", ""S_EXIT"", ""W_EXIT"", ""W_EXIT""], ""NORTH"": [""W_EXIT"", ""W_EXIT"", ""W_EXIT"", ""W_EXIT"", ""E_EXIT""], ""SOUTH"": [""E_EXIT"", ""W_EXIT""], ""WEST"": [""N_EXIT"", ""E_EXIT"", ""N_EXIT"", ""S_EXIT"", ""S_EXIT""]}"
43,30043,fcfs,16,3,5,6,2,2,16,57,"{""EAST"": [2, 7], ""NORTH"": [1, 5, 7], ""SOUTH"": [2, 4, 6, 6, 8], ""WEST"": [0, 1, 1, 4, 8, 8]}","{""EAST"": [""W_EXIT"", ""N_EXIT""], ""NORTH"": [""S_EXIT"", ""W_EXIT"", ""S_EXIT""], ""SOUTH"": [""W_EXIT"", ""N_EXIT"", ""W_EXIT"", ""W_EXIT"", ""W_EXIT""], ""WEST"": [""N_EXIT"", ""N_EXIT"", ""S_EXIT"", ""N_EXIT"", ""E_EXIT"", ""E_EXIT""]}"
43,30043,fixed_heuristic,16,3,5,6,2,2,16,55,"{""EAST"": [2, 7], ""NORTH"": [1, 5, 7], ""SOUTH"": [2, 4, 6, 6, 8], ""WEST"": [0, 1, 1, 4, 8, 8]}","{""EAST"": [""W_EXIT"", ""N_EXIT""], ""NORTH"": [""S_EXIT"", ""W_EXIT"", ""S_EXIT""], ""SOUTH"": [""W_EXIT"", ""N_EXIT"", ""W_EXIT"", ""W_EXIT"", ""W_EXIT""], ""WEST"": [""N_EXIT"", ""N_EXIT"", ""S_EXIT"", ""N_EXIT"", ""E_EXIT"", ""E_EXIT""]}"
43,30043,bo_heuristic,16,3,5,6,2,2,16,55,"{""EAST"": [2, 7], ""NORTH"": [1, 5, 7], ""SOUTH"": [2, 4, 6, 6, 8], ""WEST"": [0, 1, 1, 4, 8, 8]}","{""EAST"": [""W_EXIT"", ""N_EXIT""], ""NORTH"": [""S_EXIT"", ""W_EXIT"", ""S_EXIT""], ""SOUTH"": [""W_EXIT"", ""N_EXIT"", ""W_EXIT"", ""W_EXIT"", ""W_EXIT""], ""WEST"": [""N_EXIT"", ""N_EXIT"", ""S_EXIT"", ""N_EXIT"", ""E_EXIT"", ""E_EXIT""]}"
